gameid,date,league,patch,blue,red,blue_win,best_of
LPL/2024 Season/Summer Placements_Week 4_9_1,2024-06-28 09:15:00,LPL,14.11,FunPlus Phoenix,ThunderTalk Gaming,1,1
LPL/2024 Season/Summer Placements_Week 4_9_2,2024-06-28 10:10:00,LPL,14.11,ThunderTalk Gaming,FunPlus Phoenix,0,1
LCK/2024 Season/Summer Season_Week 3_6_1,2024-06-28 10:53:00,LCK,14.12,Gen.G,DRX,1,1
LPL/2024 Season/Summer Placements_Week 4_10_1,2024-06-28 11:17:00,LPL,14.11,JD Gaming,EDward Gaming,1,1
LCK/2024 Season/Summer Season_Week 3_6_2,2024-06-28 11:36:00,LCK,14.12,DRX,Gen.G,0,1
LPL/2024 Season/Summer Placements_Week 4_10_2,2024-06-28 12:12:00,LPL,14.11,EDward Gaming,JD Gaming,0,1
CBLOL/2024 Season/Split 2_Week 5_1_1,2024-06-28 16:12:00,CBLOL,14.12,Vivo Keyd Stars,INTZ,1,1
CBLOL/2024 Season/Split 2_Week 5_2_1,2024-06-28 17:05:00,CBLOL,14.12,Liberty,LØS,1,1
CBLOL/2024 Season/Split 2_Week 5_3_1,2024-06-28 18:01:00,CBLOL,14.12,Fluxo,LOUD,0,1
CBLOL/2024 Season/Split 2_Week 5_4_1,2024-06-28 19:02:00,CBLOL,14.12,KaBuM! Esports,RED Canids,1,1
CBLOL/2024 Season/Split 2_Week 5_5_1,2024-06-28 19:55:00,CBLOL,14.12,FURIA,paiN Gaming,0,1
LCS/2024 Season/Summer Season_Week 3_3_1,2024-06-28 20:07:00,LCS,14.12,Shopify Rebellion,Cloud9,0,1
LCS/2024 Season/Summer Season_Week 3_3_2,2024-06-28 20:47:00,LCS,14.12,Cloud9,Shopify Rebellion,1,1
LCS/2024 Season/Summer Season_Week 3_4_1,2024-06-28 21:35:00,LCS,14.12,Dignitas,FlyQuest,0,1
LCS/2024 Season/Summer Season_Week 3_4_2,2024-06-28 22:16:00,LCS,14.12,Dignitas,FlyQuest,0,1
LCK/2024 Season/Summer Season_Week 3_7_1,2024-06-29 06:07:00,LCK,14.12,T1,KT Rolster,1,1
LCK/2024 Season/Summer Season_Week 3_7_2,2024-06-29 07:42:00,LCK,14.12,KT Rolster,T1,1,1
LCK/2024 Season/Summer Season_Week 3_7_3,2024-06-29 08:34:00,LCK,14.12,T1,KT Rolster,0,1
LPL/2024 Season/Summer Placements_Week 4_11_1,2024-06-29 09:18:00,LPL,14.11,Ultra Prime,Ninjas in Pyjamas.CN,0,1
LCK/2024 Season/Summer Season_Week 3_8_1,2024-06-29 10:03:00,LCK,14.12,Hanwha Life Esports,Nongshim RedForce,1,1
LPL/2024 Season/Summer Placements_Week 4_11_2,2024-06-29 10:17:00,LPL,14.11,Ninjas in Pyjamas.CN,Ultra Prime,1,1
LCK/2024 Season/Summer Season_Week 3_8_2,2024-06-29 10:53:00,LCK,14.12,Nongshim RedForce,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Placements_Week 4_12_1,2024-06-29 11:15:00,LPL,14.11,Invictus Gaming,Weibo Gaming,0,1
LPL/2024 Season/Summer Placements_Week 4_12_2,2024-06-29 12:02:00,LPL,14.11,Weibo Gaming,Invictus Gaming,1,1
LEC/2024 Season/Summer Season_Week 4_1_1,2024-06-29 15:06:00,LEC,14.12,Fnatic,Team Heretics,0,1
LEC/2024 Season/Summer Season_Week 4_2_1,2024-06-29 15:55:00,LEC,14.12,Rogue (European Team),GIANTX,0,1
CBLOL/2024 Season/Split 2_Week 5_6_1,2024-06-29 16:10:00,CBLOL,14.12,KaBuM! Esports,Liberty,1,1
LEC/2024 Season/Summer Season_Week 4_3_1,2024-06-29 16:54:00,LEC,14.12,G2 Esports,Team Vitality,1,1
CBLOL/2024 Season/Split 2_Week 5_7_1,2024-06-29 16:56:00,CBLOL,14.12,INTZ,LØS,1,1
LEC/2024 Season/Summer Season_Week 4_4_1,2024-06-29 17:36:00,LEC,14.12,SK Gaming,Karmine Corp,1,1
CBLOL/2024 Season/Split 2_Week 5_8_1,2024-06-29 17:53:00,CBLOL,14.12,RED Canids,Vivo Keyd Stars,0,1
LEC/2024 Season/Summer Season_Week 4_5_1,2024-06-29 18:28:00,LEC,14.12,MAD Lions KOI,Team BDS,0,1
CBLOL/2024 Season/Split 2_Week 5_9_1,2024-06-29 18:53:00,CBLOL,14.12,paiN Gaming,LOUD,1,1
CBLOL/2024 Season/Split 2_Week 5_10_1,2024-06-29 19:41:00,CBLOL,14.12,FURIA,Fluxo,1,1
LCK/2024 Season/Summer Season_Week 3_9_1,2024-06-30 06:08:00,LCK,14.12,OKSavingsBank BRION,BNK FEARX,0,1
LCK/2024 Season/Summer Season_Week 3_9_2,2024-06-30 07:04:00,LCK,14.12,OKSavingsBank BRION,BNK FEARX,0,1
LCK/2024 Season/Summer Season_Week 3_10_1,2024-06-30 08:52:00,LCK,14.12,Dplus Kia,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 3_10_2,2024-06-30 10:04:00,LCK,14.12,Dplus Kia,Kwangdong Freecs,1,1
LCK/2024 Season/Summer Season_Week 3_10_3,2024-06-30 10:54:00,LCK,14.12,Kwangdong Freecs,Dplus Kia,0,1
LEC/2024 Season/Summer Season_Week 4_6_1,2024-06-30 15:07:00,LEC,14.12,Team Vitality,SK Gaming,0,1
LEC/2024 Season/Summer Season_Week 4_7_1,2024-06-30 15:58:00,LEC,14.12,MAD Lions KOI,Rogue (European Team),1,1
CBLOL/2024 Season/Split 2_Week 5_11_1,2024-06-30 16:13:00,CBLOL,14.12,LOUD,RED Canids,0,1
LEC/2024 Season/Summer Season_Week 4_8_1,2024-06-30 17:00:00,LEC,14.12,Team BDS,Fnatic,1,1
CBLOL/2024 Season/Split 2_Week 5_12_1,2024-06-30 17:08:00,CBLOL,14.12,Fluxo,paiN Gaming,0,1
LEC/2024 Season/Summer Season_Week 4_9_1,2024-06-30 17:51:00,LEC,14.12,Team Heretics,G2 Esports,0,1
CBLOL/2024 Season/Split 2_Week 5_13_1,2024-06-30 18:00:00,CBLOL,14.12,LØS,FURIA,0,1
LEC/2024 Season/Summer Season_Week 4_10_1,2024-06-30 18:51:00,LEC,14.12,GIANTX,Karmine Corp,0,1
CBLOL/2024 Season/Split 2_Week 5_14_1,2024-06-30 18:55:00,CBLOL,14.12,Vivo Keyd Stars,KaBuM! Esports,1,1
LEC/2024 Season/Summer Season_Tiebreakers_1_1,2024-06-30 19:40:00,LEC,14.12,MAD Lions KOI,Rogue (European Team),1,1
CBLOL/2024 Season/Split 2_Week 5_15_1,2024-06-30 19:56:00,CBLOL,14.12,Liberty,INTZ,1,1
LEC/2024 Season/Summer Season_Tiebreakers_2_1,2024-06-30 20:32:00,LEC,14.12,MAD Lions KOI,Team Vitality,1,1
LPL/2024 Season/Summer Season_Week 1_1_1,2024-07-05 09:18:00,LPL,14.13,EDward Gaming,Royal Never Give Up,1,1
LPL/2024 Season/Summer Season_Week 1_1_2,2024-07-05 10:23:00,LPL,14.13,EDward Gaming,Royal Never Give Up,0,1
LPL/2024 Season/Summer Season_Week 1_1_3,2024-07-05 11:23:00,LPL,14.13,EDward Gaming,Royal Never Give Up,1,1
LPL/2024 Season/Summer Season_Week 1_2_1,2024-07-05 12:56:00,LPL,14.13,Anyone's Legend,FunPlus Phoenix,1,1
LPL/2024 Season/Summer Season_Week 1_2_2,2024-07-05 13:46:00,LPL,14.13,FunPlus Phoenix,Anyone's Legend,0,1
LPL/2024 Season/Summer Season_Week 1_3_1,2024-07-06 09:19:00,LPL,14.13,ThunderTalk Gaming,Rare Atom,0,1
LPL/2024 Season/Summer Season_Week 1_3_2,2024-07-06 10:14:00,LPL,14.13,Rare Atom,ThunderTalk Gaming,1,1
LPL/2024 Season/Summer Season_Week 1_4_1,2024-07-06 11:20:00,LPL,14.13,JD Gaming,Weibo Gaming,0,1
LPL/2024 Season/Summer Season_Week 1_4_2,2024-07-06 12:23:00,LPL,14.13,Weibo Gaming,JD Gaming,1,1
LPL/2024 Season/Summer Season_Week 1_5_1,2024-07-07 09:17:00,LPL,14.13,Ultra Prime,Invictus Gaming,0,1
LPL/2024 Season/Summer Season_Week 1_5_2,2024-07-07 10:08:00,LPL,14.13,Invictus Gaming,Ultra Prime,1,1
LPL/2024 Season/Summer Season_Week 1_6_1,2024-07-07 11:20:00,LPL,14.13,Ninjas in Pyjamas.CN,LNG Esports,0,1
LPL/2024 Season/Summer Season_Week 1_6_2,2024-07-07 12:07:00,LPL,14.13,LNG Esports,Ninjas in Pyjamas.CN,1,1
LPL/2024 Season/Summer Season_Week 2_1_1,2024-07-08 09:20:00,LPL,14.13,EDward Gaming,Team WE,0,1
LPL/2024 Season/Summer Season_Week 2_1_2,2024-07-08 10:06:00,LPL,14.13,Team WE,EDward Gaming,1,1
LPL/2024 Season/Summer Season_Week 2_2_1,2024-07-08 11:18:00,LPL,14.13,LGD Gaming,Anyone's Legend,0,1
LPL/2024 Season/Summer Season_Week 2_2_2,2024-07-08 12:07:00,LPL,14.13,Anyone's Legend,LGD Gaming,1,1
LPL/2024 Season/Summer Season_Week 2_3_1,2024-07-09 09:20:00,LPL,14.13,Oh My God,Royal Never Give Up,1,1
LPL/2024 Season/Summer Season_Week 2_3_2,2024-07-09 10:05:00,LPL,14.13,Royal Never Give Up,Oh My God,0,1
LPL/2024 Season/Summer Season_Week 2_4_1,2024-07-09 11:21:00,LPL,14.13,JD Gaming,FunPlus Phoenix,1,1
LPL/2024 Season/Summer Season_Week 2_4_2,2024-07-09 12:09:00,LPL,14.13,FunPlus Phoenix,JD Gaming,1,1
LPL/2024 Season/Summer Season_Week 2_4_3,2024-07-09 12:59:00,LPL,14.13,JD Gaming,FunPlus Phoenix,1,1
LCK/2024 Season/Summer Season_Week 4_1_1,2024-07-10 08:07:00,LCK,14.13,T1,OKSavingsBank BRION,1,1
LCK/2024 Season/Summer Season_Week 4_1_2,2024-07-10 08:53:00,LCK,14.13,OKSavingsBank BRION,T1,1,1
LPL/2024 Season/Summer Season_Week 2_5_1,2024-07-10 09:18:00,LPL,14.13,ThunderTalk Gaming,Invictus Gaming,1,1
LCK/2024 Season/Summer Season_Week 4_1_3,2024-07-10 09:45:00,LCK,14.13,T1,OKSavingsBank BRION,1,1
LPL/2024 Season/Summer Season_Week 2_5_2,2024-07-10 10:06:00,LPL,14.13,Invictus Gaming,ThunderTalk Gaming,0,1
LPL/2024 Season/Summer Season_Week 2_6_1,2024-07-10 11:17:00,LPL,14.13,LNG Esports,Weibo Gaming,1,1
LCK/2024 Season/Summer Season_Week 4_2_1,2024-07-10 11:17:00,LCK,14.13,Nongshim RedForce,KT Rolster,0,1
LCK/2024 Season/Summer Season_Week 4_2_2,2024-07-10 12:09:00,LCK,14.13,Nongshim RedForce,KT Rolster,0,1
LPL/2024 Season/Summer Season_Week 2_6_2,2024-07-10 12:15:00,LPL,14.13,Weibo Gaming,LNG Esports,1,1
LPL/2024 Season/Summer Season_Week 2_6_3,2024-07-10 13:14:00,LPL,14.13,LNG Esports,Weibo Gaming,1,1
LCK/2024 Season/Summer Season_Week 4_3_1,2024-07-11 08:07:00,LCK,14.13,DRX,Dplus Kia,0,1
LCK/2024 Season/Summer Season_Week 4_3_2,2024-07-11 09:01:00,LCK,14.13,DRX,Dplus Kia,0,1
LPL/2024 Season/Summer Season_Week 2_7_1,2024-07-11 09:15:00,LPL,14.13,Ultra Prime,Rare Atom,1,1
LPL/2024 Season/Summer Season_Week 2_7_2,2024-07-11 10:02:00,LPL,14.13,Rare Atom,Ultra Prime,0,1
LCK/2024 Season/Summer Season_Week 4_4_1,2024-07-11 10:38:00,LCK,14.13,Gen.G,Kwangdong Freecs,1,1
LPL/2024 Season/Summer Season_Week 2_8_1,2024-07-11 11:20:00,LPL,14.13,Ninjas in Pyjamas.CN,Anyone's Legend,0,1
LCK/2024 Season/Summer Season_Week 4_4_2,2024-07-11 11:23:00,LCK,14.13,Gen.G,Kwangdong Freecs,1,1
LPL/2024 Season/Summer Season_Week 2_8_2,2024-07-11 12:13:00,LPL,14.13,Anyone's Legend,Ninjas in Pyjamas.CN,1,1
LPL/2024 Season/Summer Season_Week 2_9_1,2024-07-12 07:19:00,LPL,14.13,LGD Gaming,JD Gaming,0,1
LCK/2024 Season/Summer Season_Week 4_5_1,2024-07-12 08:07:00,LCK,14.13,BNK FEARX,KT Rolster,0,1
LPL/2024 Season/Summer Season_Week 2_9_2,2024-07-12 08:13:00,LPL,14.13,JD Gaming,LGD Gaming,1,1
LCK/2024 Season/Summer Season_Week 4_5_2,2024-07-12 09:06:00,LCK,14.13,BNK FEARX,KT Rolster,0,1
LPL/2024 Season/Summer Season_Week 2_10_1,2024-07-12 09:17:00,LPL,14.13,EDward Gaming,Oh My God,0,1
LPL/2024 Season/Summer Season_Week 2_10_2,2024-07-12 10:18:00,LPL,14.13,Oh My God,EDward Gaming,0,1
LCK/2024 Season/Summer Season_Week 4_6_1,2024-07-12 10:41:00,LCK,14.13,Hanwha Life Esports,T1,1,1
LPL/2024 Season/Summer Season_Week 2_10_3,2024-07-12 11:08:00,LPL,14.13,EDward Gaming,Oh My God,0,1
LCK/2024 Season/Summer Season_Week 4_6_2,2024-07-12 11:45:00,LCK,14.13,T1,Hanwha Life Esports,1,1
LPL/2024 Season/Summer Season_Week 2_11_1,2024-07-12 12:29:00,LPL,14.13,Top Esports,Bilibili Gaming,1,1
LCK/2024 Season/Summer Season_Week 4_6_3,2024-07-12 12:41:00,LCK,14.13,Hanwha Life Esports,T1,1,1
LPL/2024 Season/Summer Season_Week 2_11_2,2024-07-12 13:32:00,LPL,14.13,Bilibili Gaming,Top Esports,1,1
LPL/2024 Season/Summer Season_Week 2_11_3,2024-07-12 14:20:00,LPL,14.13,Top Esports,Bilibili Gaming,0,1
LEC/2024 Season/Summer Playoffs_Round 1_1_1,2024-07-12 15:13:00,LEC,14.13,SK Gaming,Team Heretics,1,1
LEC/2024 Season/Summer Playoffs_Round 1_1_2,2024-07-12 15:59:00,LEC,14.13,Team Heretics,SK Gaming,0,1
CBLOL/2024 Season/Split 2_Week 6_1_1,2024-07-12 16:12:00,CBLOL,14.13,paiN Gaming,LØS,1,1
LEC/2024 Season/Summer Playoffs_Round 1_2_1,2024-07-12 17:02:00,LEC,14.13,Team BDS,MAD Lions KOI,0,1
CBLOL/2024 Season/Split 2_Week 6_2_1,2024-07-12 17:03:00,CBLOL,14.13,FURIA,Vivo Keyd Stars,0,1
CBLOL/2024 Season/Split 2_Week 6_3_1,2024-07-12 17:53:00,CBLOL,14.13,KaBuM! Esports,Fluxo,1,1
LEC/2024 Season/Summer Playoffs_Round 1_2_2,2024-07-12 17:57:00,LEC,14.13,Team BDS,MAD Lions KOI,1,1
CBLOL/2024 Season/Split 2_Week 6_4_1,2024-07-12 18:51:00,CBLOL,14.13,Liberty,LOUD,0,1
LEC/2024 Season/Summer Playoffs_Round 1_2_3,2024-07-12 18:53:00,LEC,14.13,Team BDS,MAD Lions KOI,1,1
CBLOL/2024 Season/Split 2_Week 6_5_1,2024-07-12 19:46:00,CBLOL,14.13,INTZ,RED Canids,0,1
LCK/2024 Season/Summer Season_Week 4_7_1,2024-07-13 06:08:00,LCK,14.13,Dplus Kia,Gen.G,0,1
LCK/2024 Season/Summer Season_Week 4_7_2,2024-07-13 07:00:00,LCK,14.13,Dplus Kia,Gen.G,0,1
LPL/2024 Season/Summer Season_Week 2_12_1,2024-07-13 07:16:00,LPL,14.13,Rare Atom,Invictus Gaming,1,1
LPL/2024 Season/Summer Season_Week 2_12_2,2024-07-13 08:09:00,LPL,14.13,Invictus Gaming,Rare Atom,0,1
LCK/2024 Season/Summer Season_Week 4_8_1,2024-07-13 08:46:00,LCK,14.13,OKSavingsBank BRION,Nongshim RedForce,0,1
LPL/2024 Season/Summer Season_Week 2_13_1,2024-07-13 09:18:00,LPL,14.13,Team WE,Royal Never Give Up,1,1
LCK/2024 Season/Summer Season_Week 4_8_2,2024-07-13 09:49:00,LCK,14.13,OKSavingsBank BRION,Nongshim RedForce,0,1
LPL/2024 Season/Summer Season_Week 2_13_2,2024-07-13 10:07:00,LPL,14.13,Team WE,Royal Never Give Up,1,1
LPL/2024 Season/Summer Season_Week 2_14_1,2024-07-13 11:18:00,LPL,14.13,Weibo Gaming,Ninjas in Pyjamas.CN,1,1
LPL/2024 Season/Summer Season_Week 2_14_2,2024-07-13 12:05:00,LPL,14.13,Ninjas in Pyjamas.CN,Weibo Gaming,0,1
LEC/2024 Season/Summer Playoffs_Round 1_3_1,2024-07-13 15:09:00,LEC,14.13,Fnatic,GIANTX,0,1
LEC/2024 Season/Summer Playoffs_Round 1_3_2,2024-07-13 16:06:00,LEC,14.13,Fnatic,GIANTX,1,1
CBLOL/2024 Season/Split 2_Week 6_6_1,2024-07-13 16:12:00,CBLOL,14.13,KaBuM! Esports,FURIA,1,1
LEC/2024 Season/Summer Playoffs_Round 1_3_3,2024-07-13 16:52:00,LEC,14.13,GIANTX,Fnatic,0,1
CBLOL/2024 Season/Split 2_Week 6_7_1,2024-07-13 17:18:00,CBLOL,14.13,RED Canids,Liberty,1,1
LEC/2024 Season/Summer Playoffs_Round 1_4_1,2024-07-13 17:48:00,LEC,14.13,G2 Esports,Karmine Corp,1,1
CBLOL/2024 Season/Split 2_Week 6_8_1,2024-07-13 18:10:00,CBLOL,14.13,Vivo Keyd Stars,paiN Gaming,0,1
LEC/2024 Season/Summer Playoffs_Round 1_4_2,2024-07-13 18:55:00,LEC,14.13,Karmine Corp,G2 Esports,0,1
CBLOL/2024 Season/Split 2_Week 6_9_1,2024-07-13 19:11:00,CBLOL,14.13,Fluxo,LØS,1,1
CBLOL/2024 Season/Split 2_Week 6_10_1,2024-07-13 20:11:00,CBLOL,14.13,LOUD,INTZ,0,1
LCK/2024 Season/Summer Season_Week 4_9_1,2024-07-14 06:06:00,LCK,14.13,DRX,Kwangdong Freecs,0,1
LCK/2024 Season/Summer Season_Week 4_9_2,2024-07-14 06:55:00,LCK,14.13,DRX,Kwangdong Freecs,0,1
LPL/2024 Season/Summer Season_Week 2_15_1,2024-07-14 07:16:00,LPL,14.13,Ultra Prime,ThunderTalk Gaming,0,1
LPL/2024 Season/Summer Season_Week 2_15_2,2024-07-14 08:27:00,LPL,14.13,ThunderTalk Gaming,Ultra Prime,1,1
LCK/2024 Season/Summer Season_Week 4_10_1,2024-07-14 08:42:00,LCK,14.13,BNK FEARX,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Season_Week 2_16_1,2024-07-14 09:16:00,LPL,14.13,Anyone's Legend,JD Gaming,0,1
LCK/2024 Season/Summer Season_Week 4_10_2,2024-07-14 09:30:00,LCK,14.13,BNK FEARX,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Season_Week 2_16_2,2024-07-14 10:10:00,LPL,14.13,JD Gaming,Anyone's Legend,0,1
LPL/2024 Season/Summer Season_Week 2_16_3,2024-07-14 10:57:00,LPL,14.13,Anyone's Legend,JD Gaming,0,1
LPL/2024 Season/Summer Season_Week 2_17_1,2024-07-14 11:15:00,LPL,14.13,LNG Esports,Top Esports,1,1
LPL/2024 Season/Summer Season_Week 2_17_2,2024-07-14 12:13:00,LPL,14.13,Top Esports,LNG Esports,0,1
LEC/2024 Season/Summer Playoffs_Round 2_1_1,2024-07-14 15:06:00,LEC,14.13,SK Gaming,Fnatic,0,1
LEC/2024 Season/Summer Playoffs_Round 2_1_2,2024-07-14 15:59:00,LEC,14.13,SK Gaming,Fnatic,0,1
CBLOL/2024 Season/Split 2_Week 6_11_1,2024-07-14 16:10:00,CBLOL,14.13,Vivo Keyd Stars,Fluxo,1,1
LEC/2024 Season/Summer Playoffs_Round 2_2_1,2024-07-14 16:50:00,LEC,14.13,G2 Esports,Team BDS,1,1
CBLOL/2024 Season/Split 2_Week 6_12_1,2024-07-14 17:00:00,CBLOL,14.13,paiN Gaming,Liberty,1,1
LEC/2024 Season/Summer Playoffs_Round 2_2_2,2024-07-14 17:40:00,LEC,14.13,G2 Esports,Team BDS,1,1
CBLOL/2024 Season/Split 2_Week 6_13_1,2024-07-14 17:54:00,CBLOL,14.13,INTZ,KaBuM! Esports,0,1
CBLOL/2024 Season/Split 2_Week 6_14_1,2024-07-14 18:48:00,CBLOL,14.13,FURIA,RED Canids,0,1
CBLOL/2024 Season/Split 2_Week 6_15_1,2024-07-14 19:49:00,CBLOL,14.13,LØS,LOUD,0,1
LPL/2024 Season/Summer Season_Week 3_1_1,2024-07-15 09:17:00,LPL,14.13,Invictus Gaming,Oh My God,0,1
LPL/2024 Season/Summer Season_Week 3_1_2,2024-07-15 10:13:00,LPL,14.13,Oh My God,Invictus Gaming,0,1
LPL/2024 Season/Summer Season_Week 3_1_3,2024-07-15 11:10:00,LPL,14.13,Invictus Gaming,Oh My God,0,1
LPL/2024 Season/Summer Season_Week 3_2_1,2024-07-15 12:33:00,LPL,14.13,Bilibili Gaming,LGD Gaming,1,1
LPL/2024 Season/Summer Season_Week 3_2_2,2024-07-15 13:21:00,LPL,14.13,LGD Gaming,Bilibili Gaming,0,1
LPL/2024 Season/Summer Season_Week 3_3_1,2024-07-16 09:16:00,LPL,14.13,Rare Atom,EDward Gaming,1,1
LPL/2024 Season/Summer Season_Week 3_3_2,2024-07-16 10:12:00,LPL,14.13,EDward Gaming,Rare Atom,1,1
LPL/2024 Season/Summer Season_Week 3_3_3,2024-07-16 11:03:00,LPL,14.13,Rare Atom,EDward Gaming,1,1
LPL/2024 Season/Summer Season_Week 3_4_1,2024-07-16 11:16:00,LPL,14.13,FunPlus Phoenix,Ninjas in Pyjamas.CN,0,1
LPL/2024 Season/Summer Season_Week 3_4_2,2024-07-16 12:12:00,LPL,14.13,Ninjas in Pyjamas.CN,FunPlus Phoenix,0,1
LPL/2024 Season/Summer Season_Week 3_4_3,2024-07-16 13:09:00,LPL,14.13,FunPlus Phoenix,Ninjas in Pyjamas.CN,1,1
LCK/2024 Season/Summer Season_Week 5_1_1,2024-07-17 08:07:00,LCK,14.13,Dplus Kia,OKSavingsBank BRION,1,1
LCK/2024 Season/Summer Season_Week 5_1_2,2024-07-17 08:58:00,LCK,14.13,OKSavingsBank BRION,Dplus Kia,0,1
LPL/2024 Season/Summer Season_Week 3_5_1,2024-07-17 09:18:00,LPL,14.13,Team WE,ThunderTalk Gaming,0,1
LPL/2024 Season/Summer Season_Week 3_5_2,2024-07-17 10:15:00,LPL,14.13,ThunderTalk Gaming,Team WE,1,1
LCK/2024 Season/Summer Season_Week 5_2_1,2024-07-17 10:36:00,LCK,14.13,Hanwha Life Esports,Kwangdong Freecs,1,1
LPL/2024 Season/Summer Season_Week 3_6_1,2024-07-17 11:17:00,LPL,14.13,Top Esports,Weibo Gaming,1,1
LCK/2024 Season/Summer Season_Week 5_2_2,2024-07-17 11:22:00,LCK,14.13,Kwangdong Freecs,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Season_Week 3_6_2,2024-07-17 12:14:00,LPL,14.13,Weibo Gaming,Top Esports,0,1
LPL/2024 Season/Summer Season_Week 3_7_1,2024-07-18 07:16:00,LPL,14.13,Royal Never Give Up,Ultra Prime,0,1
LCK/2024 Season/Summer Season_Week 5_3_1,2024-07-18 08:06:00,LCK,14.13,BNK FEARX,T1,1,1
LPL/2024 Season/Summer Season_Week 3_7_2,2024-07-18 08:13:00,LPL,14.13,Ultra Prime,Royal Never Give Up,0,1
LCK/2024 Season/Summer Season_Week 5_3_2,2024-07-18 08:57:00,LCK,14.13,T1,BNK FEARX,1,1
LPL/2024 Season/Summer Season_Week 3_7_3,2024-07-18 09:25:00,LPL,14.13,Ultra Prime,Royal Never Give Up,0,1
LCK/2024 Season/Summer Season_Week 5_3_3,2024-07-18 09:43:00,LCK,14.13,BNK FEARX,T1,1,1
LPL/2024 Season/Summer Season_Week 3_8_1,2024-07-18 10:51:00,LPL,14.13,Weibo Gaming,Anyone's Legend,1,1
LPL/2024 Season/Summer Season_Week 3_9_1,2024-07-18 11:15:00,LPL,14.13,Bilibili Gaming,LNG Esports,0,1
LCK/2024 Season/Summer Season_Week 5_4_1,2024-07-18 11:23:00,LCK,14.13,Gen.G,Nongshim RedForce,1,1
LPL/2024 Season/Summer Season_Week 3_8_2,2024-07-18 11:40:00,LPL,14.13,Anyone's Legend,Weibo Gaming,0,1
LPL/2024 Season/Summer Season_Week 3_9_2,2024-07-18 12:09:00,LPL,14.13,LNG Esports,Bilibili Gaming,0,1
LCK/2024 Season/Summer Season_Week 5_4_2,2024-07-18 12:14:00,LCK,14.13,Nongshim RedForce,Gen.G,0,1
LPL/2024 Season/Summer Season_Week 3_9_3,2024-07-18 12:59:00,LPL,14.13,LNG Esports,Bilibili Gaming,1,1
LPL/2024 Season/Summer Season_Week 3_10_1,2024-07-19 07:17:00,LPL,14.13,Invictus Gaming,EDward Gaming,1,1
LCK/2024 Season/Summer Season_Week 5_5_1,2024-07-19 08:06:00,LCK,14.13,KT Rolster,DRX,1,1
LPL/2024 Season/Summer Season_Week 3_10_2,2024-07-19 08:10:00,LPL,14.13,EDward Gaming,Invictus Gaming,0,1
LCK/2024 Season/Summer Season_Week 5_5_2,2024-07-19 09:00:00,LCK,14.13,KT Rolster,DRX,1,1
LPL/2024 Season/Summer Season_Week 3_11_1,2024-07-19 09:32:00,LPL,14.13,LGD Gaming,FunPlus Phoenix,1,1
LPL/2024 Season/Summer Season_Week 3_11_2,2024-07-19 10:28:00,LPL,14.13,FunPlus Phoenix,LGD Gaming,1,1
LCK/2024 Season/Summer Season_Week 5_6_1,2024-07-19 10:37:00,LCK,14.13,Kwangdong Freecs,OKSavingsBank BRION,0,1
LPL/2024 Season/Summer Season_Week 3_12_1,2024-07-19 11:16:00,LPL,14.13,Ninjas in Pyjamas.CN,JD Gaming,0,1
LPL/2024 Season/Summer Season_Week 3_11_3,2024-07-19 11:29:00,LPL,14.13,LGD Gaming,FunPlus Phoenix,0,1
LCK/2024 Season/Summer Season_Week 5_6_2,2024-07-19 11:35:00,LCK,14.13,Kwangdong Freecs,OKSavingsBank BRION,1,1
LPL/2024 Season/Summer Season_Week 3_12_2,2024-07-19 12:15:00,LPL,14.13,JD Gaming,Ninjas in Pyjamas.CN,1,1
LCK/2024 Season/Summer Season_Week 5_6_3,2024-07-19 12:34:00,LCK,14.13,OKSavingsBank BRION,Kwangdong Freecs,1,1
LCK/2024 Season/Summer Season_Week 5_7_1,2024-07-20 06:08:00,LCK,14.13,T1,Hanwha Life Esports,0,1
LCK/2024 Season/Summer Season_Week 5_7_2,2024-07-20 06:58:00,LCK,14.13,T1,Hanwha Life Esports,0,1
LPL/2024 Season/Summer Season_Week 3_13_1,2024-07-20 07:18:00,LPL,14.13,Team WE,Oh My God,0,1
LPL/2024 Season/Summer Season_Week 3_13_2,2024-07-20 08:04:00,LPL,14.13,Oh My God,Team WE,1,1
LCK/2024 Season/Summer Season_Week 5_8_1,2024-07-20 08:38:00,LCK,14.13,Gen.G,Dplus Kia,0,1
LPL/2024 Season/Summer Season_Week 3_14_1,2024-07-20 09:15:00,LPL,14.13,Top Esports,LGD Gaming,1,1
LCK/2024 Season/Summer Season_Week 5_8_2,2024-07-20 09:30:00,LCK,14.13,Dplus Kia,Gen.G,0,1
LPL/2024 Season/Summer Season_Week 3_14_2,2024-07-20 10:11:00,LPL,14.13,LGD Gaming,Top Esports,0,1
LCK/2024 Season/Summer Season_Week 5_8_3,2024-07-20 10:26:00,LCK,14.13,Gen.G,Dplus Kia,1,1
LPL/2024 Season/Summer Season_Week 3_15_1,2024-07-20 11:18:00,LPL,14.13,JD Gaming,Bilibili Gaming,1,1
LPL/2024 Season/Summer Season_Week 3_15_2,2024-07-20 12:17:00,LPL,14.13,Bilibili Gaming,JD Gaming,1,1
